1.000000	0
1.009035	0
1.018152	0
1.027351	0
1.036633	0
1.045999	0
1.055450	0
1.064986	0
1.074608	0
1.084317	0
1.094114	0
1.103999	0
1.113974	0
1.124039	0
1.134194	0
1.144442	0
1.154782	0
1.165215	3
1.175743	26
1.186366	23
1.197085	23
1.207901	15
1.218814	25
1.229826	16
1.240938	24
1.252150	28
1.263463	25
1.274878	19
1.286397	22
1.298020	23
1.309747	23
1.321581	24
1.333521	25
1.345570	28
1.357727	19
1.369994	34
1.382372	30
1.394862	36
1.407465	36
1.420181	32
1.433013	25
1.445960	29
1.459024	29
1.472207	43
1.485508	32
1.498930	29
1.512473	40
1.526138	32
1.539927	42
1.553840	30
1.567879	26
1.582045	26
1.596339	33
1.610762	48
1.625315	36
1.640000	39
1.654817	42
1.669768	34
1.684855	34
1.700078	31
1.715438	39
1.730937	57
1.746576	41
1.762356	43
1.778279	41
1.794346	32
1.810558	37
1.826917	37
1.843423	40
1.860078	44
1.876884	38
1.893842	44
1.910953	29
1.928219	31
1.945640	39
1.963219	35
1.980957	49
1.998855	34
2.016915	42
2.035137	40
2.053525	39
2.072079	39
2.090800	44
2.109691	47
2.128752	43
2.147985	32
2.167392	48
2.186975	37
2.206734	29
2.226672	38
2.246790	35
2.267090	31
2.287573	30
2.308242	28
2.329097	30
2.350140	43
2.371374	44
2.392799	42
2.414418	39
2.436233	32
2.458244	32
2.480454	30
2.502865	38
2.525479	37
2.548297	31
2.571321	28
2.594553	44
2.617995	33
2.641648	40
2.665516	26
2.689599	28
2.713899	36
2.738420	28
2.763161	33
2.788127	32
2.813318	29
2.838736	28
2.864384	22
2.890264	23
2.916378	32
2.942727	23
2.969315	27
2.996143	27
3.023213	21
3.050528	19
3.078090	26
3.105900	31
3.133962	29
3.162278	26
3.190849	24
3.219678	31
3.248768	19
3.278121	24
3.307739	23
3.337625	19
3.367780	17
3.398208	18
3.428911	23
3.459892	15
3.491152	32
3.522695	16
3.554522	20
3.586638	21
3.619043	14
3.651741	22
3.684735	17
3.718027	26
3.751619	15
3.785515	12
3.819718	19
3.854229	10
3.889052	19
3.924190	18
3.959645	16
3.995421	8
4.031519	9
4.067944	12
4.104698	9
4.141785	8
4.179206	16
4.216965	7
4.255066	13
4.293510	8
4.332302	15
4.371445	18
4.410941	5
4.450794	12
4.491007	7
4.531584	12
4.572527	12
4.613840	12
4.655526	10
4.697589	8
4.740032	12
4.782858	10
4.826071	10
4.869675	9
4.913673	3
4.958068	5
5.002865	4
5.048066	9
5.093675	7
5.139697	10
5.186134	3
5.232991	9
5.280271	3
5.327979	1
5.376117	7
5.424691	3
5.473703	7
5.523158	0
5.573060	11
5.623413	3
5.674221	4
5.725488	8
5.777218	1
5.829415	3
5.882084	3
5.935229	8
5.988854	4
6.042964	5
6.097562	9
6.152654	5
6.208244	7
6.264335	10
6.320934	0
6.378044	12
6.435670	7
6.493816	1
6.552488	2
6.611690	3
6.671427	2
6.731704	9
6.792525	7
6.853896	0
6.915821	5
6.978306	1
7.041355	6
7.104974	6
7.169168	3
7.233942	1
7.299301	4
7.365250	0
7.431795	3
7.498942	5
7.566695	3
7.635061	1
7.704044	1
7.773650	3
7.843886	6
